ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
685-48-1235|3542584275814913|Brian|Burgess|M|9938 Hill Ville|Malvern|PA|19355|40.0468|-75.531|24760|Orthoptist|1993-12-20|437492488227|adults_2550_male_urban.json
437-85-6257|4853402187376353|Adam|Anderson|M|78217 Bailey Fords Apt. 453|Oxnard|CA|93033|34.1685|-119.1717|211523|Education officer, museum|1971-01-19|807206642199|adults_50up_male_urban.json
367-69-0666|213148320296973|Jonathan|Thompson|M|062 Clayton Unions|Newark|OH|43055|40.0724|-82.4046|59605|Ergonomist|1938-01-06|756757006944|adults_50up_male_urban.json
455-58-5359|676316493698|David|Swanson|M|8523 Wright Centers|Hulbert|OK|74441|35.9254|-95.1651|5362|Administrator, education|1935-03-06|852740804772|adults_50up_male_urban.json
866-98-4001|5580727168350291|Sarah|Mcdonald|F|1444 Flynn Square Suite 056|Marietta|GA|30067|33.9282|-84.4733|302309|Community development worker|1936-08-22|523565073412|adults_50up_female_urban.json
372-88-6871|4682867006263560138|Alexis|Le|F|6788 Carter Divide Suite 242|New York City|NY|10128|40.7816|-73.9511|1577385|Maintenance engineer|1943-07-08|244594942668|adults_50up_female_urban.json
522-51-6922|3581187508167794|Matthew|Gomez|M|24539 Harris Forge|Gatesville|TX|76528|31.4177|-97.833|23609|Development worker, community|1968-08-30|180775250842|adults_50up_male_urban.json
749-15-9770|3538525511607641|Karen|West|F|36851 Miller Hill|Henderson|TN|38340|35.4269|-88.6398|12935|Therapist, occupational|2003-12-15|157502081751|young_adults_female_urban.json
123-07-4525|3521044768385801|William|Murphy|M|334 Thomas Brooks|Saint Petersburg|FL|33710|27.7898|-82.7243|341043|Medical physicist|1972-01-29|648744124475|adults_50up_male_urban.json
894-69-9932|30171356275423|David|Harris|M|25404 Cristina Lights Suite 112|West Babylon|NY|11704|40.7135|-73.3546|40222|Fisheries officer|1974-06-19|40617659609|adults_2550_male_urban.json
365-92-0449|4340677918543816|Mark|Waller|M|74209 Johnathan Streets Suite 523|Lake Forest|IL|60045|42.2374|-87.8482|20925|Pharmacologist|1991-05-17|668778417165|adults_2550_male_urban.json
244-03-4823|36339858340755|Jane|Hughes|F|137 Young Way|Arlington|TX|76010|32.7204|-97.0826|370281|Ophthalmologist|1968-10-13|56058222625|adults_50up_female_urban.json
286-18-9317|4149291752989698|Jennifer|Le|F|028 Smith Wells Apt. 736|Spring Lake|MI|49456|43.0887|-86.1915|18581|Engineer, electrical|1997-03-27|349657490231|adults_2550_female_urban.json
734-93-5793|3569603314094408|Cynthia|Day|F|92343 Henderson Route Apt. 907|San Diego|CA|92114|32.7059|-117.0524|1241364|Lawyer|1968-12-12|694846110392|adults_50up_female_urban.json
327-01-3671|38765850336664|Emily|Casey|F|2621 Woodward Gateway Suite 304|Towson|MD|21286|39.4143|-76.5761|39459|Community development worker|1983-01-24|745196907429|adults_2550_female_urban.json
890-63-1253|2402339218537035|Alejandra|Evans|F|2288 Catherine Lodge|Saint Paul|MN|55112|45.0788|-93.1872|753116|Set designer|1959-01-26|909342991439|adults_50up_female_urban.json
509-46-9377|4926325038687|Maria|Mcmillan|F|93980 Justin Parkway Suite 205|Brick|NJ|08723|40.0389|-74.1109|73993|Psychologist, clinical|1999-07-08|997257191347|young_adults_female_urban.json
277-62-7726|2280273222430944|Heather|Wilson|F|582 Young Port Suite 788|Lumberton|NJ|08048|39.9651|-74.8067|12495|Clinical cytogeneticist|2000-10-27|613841284684|young_adults_female_urban.json
465-71-5018|3568837626507647|Louis|Richards|M|239 Ethan Neck Apt. 948|Holtsville|NY|11742|40.8105|-73.0416|13261|Midwife|1997-09-27|914110375679|adults_2550_male_urban.json
708-92-5860|3514911689768308|Darlene|Baker|F|583 Anne Curve Apt. 730|Reno|NV|89508|39.6781|-119.9383|276896|Dance movement psychotherapist|1990-03-12|307515704869|adults_2550_female_urban.json
505-70-4769|3509421659315392|Lisa|Johnson|F|97765 Scott Station|Park Rapids|MN|56470|46.9377|-95.0383|10334|Writer|1958-08-24|514142697374|adults_50up_female_urban.json
441-83-2641|3529217590390130|Susan|Stokes|F|128 Mcgee Street Suite 373|Fairburn|GA|30213|33.5648|-84.5809|29384|Control and instrumentation engineer|1988-02-21|220816000291|adults_2550_female_urban.json
895-64-3611|4035444377554370690|Peter|Reid|M|9596 David Underpass Suite 995|Hialeah|FL|33016|25.8803|-80.3368|347944|Administrator, arts|1991-04-26|429519412771|adults_2550_male_urban.json
055-96-0605|4585664603287705|Erica|Perry|F|529 Estrada Station Apt. 498|Mesquite|TX|75180|32.7212|-96.6153|163734|Geophysical data processor|1941-01-29|269122671309|adults_50up_female_urban.json
549-70-1401|6528077345130254|Jason|Ross|M|359 Hayley Rapid|Jupiter|FL|33458|26.9339|-80.1201|89623|Government social research officer|2001-01-26|811225693883|young_adults_male_urban.json
039-77-7803|4946849533005061|Joshua|Hernandez|M|3593 Kristina Parks|Moorhead|MN|56560|46.8677|-96.7572|40766|Recycling officer|1991-10-23|798618245862|adults_2550_male_urban.json
470-42-7671|6011601872812960|Brian|Hurst|M|9964 Melissa Stravenue Apt. 633|Valley City|ND|58072|46.9268|-98.0033|7997|Medical sales representative|1969-12-30|495522720610|adults_50up_male_urban.json
374-02-3761|180049912610259|Ryan|Medina|M|5227 Amanda Valleys Apt. 861|Grand Prairie|TX|75050|32.7649|-97.0112|174375|Therapeutic radiographer|1990-08-26|412071506534|adults_2550_male_urban.json
751-63-1805|3514794534312302|William|Taylor|M|51751 Mike Dale|San Francisco|CA|94107|37.7621|-122.3971|805301|Industrial buyer|1981-08-03|877911270626|adults_2550_male_urban.json
107-20-0953|3520591784289483|John|Reynolds|M|5847 Joel Loaf Apt. 391|Deshler|OH|43516|41.2239|-83.8964|2951|Brewing technologist|1952-06-19|399142827512|adults_50up_male_urban.json
488-49-3519|630457032617|Susan|Shaw|F|7386 Perkins Forges|Sutherland|VA|23885|37.1901|-77.5655|2807|Education administrator|1969-07-26|904511854945|adults_50up_female_urban.json
770-68-0482|30222981248945|Elizabeth|Brooks|F|60485 Mathis Oval Apt. 953|Three Rivers|MI|49093|41.9596|-85.6371|18380|Surveyor, land/geomatics|1943-05-29|294001187371|adults_50up_female_urban.json
390-33-4330|5333973691175579|Melanie|Green|F|3080 Warren Haven|Salem|OR|97305|44.9961|-122.9124|249657|Animal nutritionist|1976-11-11|269709938579|adults_2550_female_urban.json
428-90-3392|676377392474|Thomas|Brooks|M|86306 Kristin Land Apt. 921|Rockville Centre|NY|11570|40.6637|-73.638|26646|Agricultural consultant|1934-02-02|115055896247|adults_50up_male_urban.json
587-59-4084|3591574882593638|Christopher|Duffy|M|2572 James Island|Costa Mesa|CA|92627|33.6483|-117.9155|110851|Commercial art gallery manager|1937-10-26|273899713949|adults_50up_male_urban.json
551-78-9638|4379628771277232320|Brian|James|M|776 Garrett Circles Apt. 745|Las Vegas|NV|89156|36.2034|-115.0364|1417793|Homeopath|1971-01-04|107267066756|adults_50up_male_urban.json
253-73-6081|3574637290992014|Jennifer|Gordon|F|1056 Hernandez Plaza|Barberton|OH|44203|41.0197|-81.6212|41248|Financial trader|1991-11-17|489738229804|adults_2550_female_urban.json
235-67-4282|30584061825284|Suzanne|Frazier|F|2821 Wilson Points|Elsie|MI|48831|43.0814|-84.4456|3512|Energy manager|1998-04-17|772758208820|young_adults_female_urban.json
804-05-4270|4385931484075903444|Richard|Hamilton|M|12489 Armstrong Courts Suite 143|Derby|CT|06418|41.3229|-73.08|12914|Solicitor|1973-06-30|658608817913|adults_2550_male_urban.json
074-46-8385|4984481204319804|Samantha|Silva|F|8855 Joe Shoals Suite 361|Bronx|NY|10458|40.8633|-73.8895|1382480|Statistician|1981-12-09|154850257184|adults_2550_female_urban.json
288-94-2289|3537232103113994|Heather|Taylor|F|2550 Shelton Park Apt. 941|Zion|IL|60099|42.4442|-87.8389|31104|Music therapist|1993-04-08|558032104227|adults_2550_female_urban.json
209-06-2104|2223922575552155|Stacy|Lane|F|555 Angela Forge|Gardendale|AL|35071|33.7189|-86.8225|15661|Primary school teacher|1984-05-15|441513365457|adults_2550_female_urban.json
635-50-4707|5339393813802204|Julia|Bush|F|00535 Kevin Plains|Fostoria|OH|44830|41.1623|-83.4139|18962|Fitness centre manager|1966-02-01|992855146221|adults_50up_female_urban.json
549-75-1281|2711220790783476|Courtney|Cline|F|2576 Gabriella Crossroad Apt. 807|Moorestown|NJ|08057|39.9683|-74.9533|21090|Health and safety inspector|1934-04-09|919359097383|adults_50up_female_urban.json
667-24-4553|3552681324697484|Jamie|Mason|F|4983 Elliott Underpass Apt. 025|Lindenhurst|NY|11757|40.6884|-73.3745|45700|Television floor manager|1965-03-23|473037557185|adults_50up_female_urban.json
329-91-7428|4335492715236|Susan|Galloway|F|1936 Kelly Island|Waban|MA|02468|42.3271|-71.2315|5273|Geophysical data processor|1986-11-20|983018170787|adults_2550_female_urban.json
105-17-3164|4357961227513453403|Elizabeth|Gordon|F|1550 Foster Coves|Manhattan Beach|CA|90266|33.8896|-118.3996|35135|Early years teacher|1973-08-08|776307812472|adults_2550_female_urban.json
882-36-4085|30321571621691|Lucas|Fox|M|608 Schwartz Union|Gulfport|MS|39501|30.3826|-89.0976|83530|Environmental health practitioner|1983-06-17|541617068713|adults_2550_male_urban.json
239-40-6289|6520296179273711|Michelle|Hernandez|F|130 Sanchez Station|Buffalo|NY|14226|42.9744|-78.7949|564824|Buyer, retail|1936-12-09|906109324893|adults_50up_female_urban.json
162-82-9575|2654683751537778|Ana|Schmidt|F|4074 Shelton Well|Minneapolis|MN|55436|44.9034|-93.374|1022298|Osteopath|1964-04-26|166387407014|adults_50up_female_urban.json
006-99-1338|4680613365507515|Matthew|Goodman|M|3625 Laura Fall|Texarkana|AR|71854|33.431|-93.8765|36438|Risk manager|1968-05-23|159799843923|adults_50up_male_urban.json
467-08-2358|4923859916727|Laura|Larson|F|5629 Timothy Crossing Apt. 131|Eagle Point|OR|97524|42.4935|-122.8088|14459|Gaffer|1965-08-25|933313959840|adults_50up_female_urban.json
721-06-4409|3563481421134839|David|Hill|M|91289 Donna Views Suite 481|Fort Lauderdale|FL|33313|26.1487|-80.2075|711693|Embryologist, clinical|1980-11-26|60138486320|adults_2550_male_urban.json
817-25-3541|213120608752332|Audrey|Torres|F|019 Kristen Vista|Middletown|DE|19709|39.4815|-75.6832|35107|Operations geologist|1973-01-05|926246229516|adults_50up_female_urban.json
705-42-4805|213197599385165|Christopher|Stuart|M|51122 Garcia Terrace Suite 585|Burlingame|CA|94010|37.5671|-122.3676|40737|Sales professional, IT|1967-02-27|599098385103|adults_50up_male_urban.json
230-46-2628|213146575219971|Daniel|Nichols|M|19752 Ryan Plaza|Lutz|FL|33558|28.1474|-82.5152|57430|Research scientist (maths)|1949-02-14|982462448665|adults_50up_male_urban.json
115-67-1475|30530081463655|George|Munoz|M|724 Perry Gateway|Milwaukee|WI|53202|43.0506|-87.8968|817312|Scientist, research (medical)|1931-10-31|638784785686|adults_50up_male_urban.json
441-32-3808|3544385438938443|Ronald|Hernandez|M|6562 Parker Stravenue|Greenville|SC|29601|34.8472|-82.406|201862|Engineer, mining|1981-11-27|834401602427|adults_2550_male_urban.json
047-90-0093|6011405912581076|Nancy|Sullivan|F|524 Moss Burgs Apt. 797|Santa Ana|CA|92704|33.7249|-117.909|348131|Teacher, adult education|1949-02-11|939653439474|adults_50up_female_urban.json
161-10-6113|4215199624461|Brenda|Christian|F|7484 Patricia Alley|Hialeah|FL|33012|25.8654|-80.3059|347944|Trade mark attorney|1958-06-22|189481385081|adults_50up_female_urban.json
105-81-1029|4086806793289132|James|Miles|M|0364 Lisa Route|Newark|DE|19702|39.6349|-75.6993|138967|Patent attorney|1969-06-17|453979937742|adults_50up_male_urban.json
361-88-6588|4082098557946891|Megan|Cohen|F|5672 Teresa Divide|Columbus|OH|43230|40.0347|-82.8726|783285|Immigration officer|1969-05-27|797810345577|adults_50up_female_urban.json
509-65-9686|344800115180232|James|Moss|M|0076 Dakota Flat Apt. 247|Mount Pulaski|IL|62548|40.0045|-89.2935|2258|Theme park manager|2007-08-18|961335309033|young_adults_male_rural.json
382-28-8936|4582976022940|Alexander|Pittman|M|321 Lopez Parkway Suite 545|Mattituck|NY|11952|40.9943|-72.5363|4637|Optician, dispensing|1982-07-05|673031618612|adults_2550_male_urban.json
737-48-1533|3501633935986345|Tyler|Knox|M|69174 Alexander Heights|Blairsville|PA|15717|40.4413|-79.2533|10847|Metallurgist|1957-01-02|83072872079|adults_50up_male_urban.json
082-77-0535|4828570442170852|Brian|Scott|M|0530 Bryan Square|Chesapeake|VA|23324|36.8056|-76.2666|222272|Engineer, electrical|1976-06-20|37645637532|adults_2550_male_urban.json
319-81-5284|4441425515386579|Sarah|Robinson|F|7666 Johnson Valleys Apt. 594|Spanish Fork|UT|84660|40.1099|-111.6462|37995|Network engineer|1974-06-08|856941053748|adults_2550_female_urban.json
675-30-1674|180068046464193|James|Crawford|M|2074 Jennifer Walks|Austell|GA|30106|33.8369|-84.6307|44541|Financial manager|1967-08-19|317846593145|adults_50up_male_urban.json
865-81-2519|4791411987078210219|Andrew|Ryan|M|8589 Christopher Crossing|Albuquerque|NM|87111|35.1347|-106.5222|641349|Field trials officer|1960-06-27|689251185935|adults_50up_male_urban.json
822-90-4860|4005202922655811665|Tonya|Boone|F|732 James Ways|Midland|MI|48640|43.6376|-84.268|64967|Comptroller|1953-09-21|521522567649|adults_50up_female_urban.json
370-31-5831|3521396255814416|Samantha|Edwards|F|88269 William Flats Apt. 537|Las Vegas|NV|89149|36.2765|-115.2885|1417793|Community pharmacist|1975-03-06|662220427723|adults_2550_female_urban.json
735-39-1454|4540512923919081799|William|Kelly|M|316 Jennifer Vista|Old Lyme|CT|06371|41.3347|-72.3086|9952|Retail merchandiser|1937-05-03|472414445421|adults_50up_male_urban.json
305-93-7498|6572952782910183|Kimberly|Bowman|F|68482 Smith Extensions Suite 084|Frisco|TX|75035|33.1377|-96.7524|120276|Web designer|1975-08-16|583169011027|adults_2550_female_urban.json
481-13-7707|4770748172070918|Brianna|May|F|20285 Ramirez Circle|Palm Springs|CA|92264|33.8018|-116.517|45562|Financial risk analyst|1960-10-04|404618984167|adults_50up_female_urban.json
016-22-8140|180092849973465|Courtney|Rodriguez|F|733 Gonzalez Summit|Miami|FL|33180|25.9597|-80.1403|1737737|Engineer, maintenance|1963-09-02|395546003650|adults_50up_female_urban.json
257-10-3776|630496665245|Jason|Garcia|M|992 Lisa Trail|Welch|MN|55089|44.603|-92.7263|1814|Counsellor|1963-10-11|691593003391|adults_50up_male_rural.json
692-43-5273|180086503244965|Robin|Moore|F|2067 Hernandez Islands Suite 458|Daly City|CA|94014|37.6875|-122.4388|107941|Merchant navy officer|1989-04-06|928387511429|adults_2550_female_urban.json
492-99-6742|180028802895725|Monica|Hall|F|94959 Juan Hollow|Springdale|AR|72764|36.1716|-94.0428|85572|Exercise physiologist|1963-07-17|753397086175|adults_50up_female_urban.json
225-63-7648|180033343704030|Ronald|Johnson|M|3695 Charles Knoll|Houston|TX|77067|29.9547|-95.4522|2906700|Scientist, physiological|1968-09-10|591495381086|adults_50up_male_urban.json
489-07-9031|3596776363625160|Jason|Schwartz|M|4292 Robinson Curve|Topeka|KS|66608|39.0858|-95.6867|163415|Adult guidance worker|1928-06-05|194937352531|adults_50up_male_urban.json
480-70-4191|4769529009019341|Taylor|Leblanc|F|767 Crawford Springs Suite 394|Jamaica Plain|MA|02130|42.3126|-71.1115|35401|Furniture designer|2003-10-22|527665634783|young_adults_female_urban.json
858-38-4197|213180736228902|Sean|Campbell|M|4329 Martin Cliff Apt. 083|Manteca|CA|95337|37.7808|-121.2344|74232|Accountant, chartered public finance|1956-07-08|984484784071|adults_50up_male_urban.json
023-06-5223|6533284222162912|Sophia|Smith|F|23135 Bush Station|Seattle|WA|98107|47.6701|-122.3763|837792|Biomedical engineer|1971-09-22|904250386934|adults_50up_female_urban.json
740-30-0609|348290327994628|Lori|Mays|F|33659 Joe Port Apt. 821|Higbee|MO|65257|39.3055|-92.5163|1564|Sports therapist|1966-12-04|807484112837|adults_50up_female_rural.json
306-13-0853|060420942587|Don|Dixon|M|57247 Andrea Oval|Schenectady|NY|12305|42.8161|-73.9398|162643|Musician|1939-08-14|836187134188|adults_50up_male_urban.json
436-17-1456|4380917635558947963|Steven|Mitchell|M|5711 Latoya Terrace|Charlotte|NC|28216|35.2834|-80.8702|790689|Press photographer|1983-03-28|569874150389|adults_2550_male_urban.json
464-06-2574|3585033647907177|Ashley|Johnson|F|057 Casey Divide|Hazlehurst|GA|31539|31.8606|-82.5909|14468|Surveyor, planning and development|1994-09-25|372081073553|adults_2550_female_urban.json
873-09-8883|4847121974244207|Michelle|Marshall|F|75620 Michelle Gateway|Blossom|TX|75416|33.6945|-95.3823|2893|Science writer|1984-10-06|832761017456|adults_2550_female_urban.json
093-65-3670|30165516443475|Denise|King|F|567 Regina Highway|Portsmouth|VA|23707|36.8362|-76.344|95535|Horticulturist, commercial|1942-04-04|868347569869|adults_50up_female_urban.json
485-31-3973|4320372488414697|Tracy|Long|M|4262 Walker Squares|Spanish Fort|AL|36527|30.6959|-87.8867|12109|Contracting civil engineer|1981-06-15|245061973247|adults_2550_male_urban.json
724-69-2178|4435816522894927236|Lisa|Myers|F|4600 Williams Keys|Brooklyn|NY|11204|40.6179|-73.9856|2504700|Risk manager|1983-03-07|861664999350|adults_2550_female_urban.json
600-54-5118|30098170374902|Brian|Murphy|M|621 Hines Cliffs|Axton|VA|24054|36.6548|-79.7396|6797|Product manager|1987-04-12|886324265650|adults_2550_male_urban.json
806-49-3673|4734225364207|Richard|Gonzalez|M|566 Rhodes Groves|Sweetwater|TN|37874|35.5957|-84.4304|14979|Restaurant manager, fast food|1976-07-11|451852914704|adults_2550_male_urban.json
008-06-0357|348680596969626|Tiffany|Miller|F|51576 Hall Key Suite 764|Bossier City|LA|71111|32.5449|-93.7038|69814|Air broker|1976-05-09|84388131438|adults_2550_female_urban.json
071-56-3474|676123451343|Ronald|Wilson|M|01818 Kristen Shoal Suite 910|Peoria|IL|61614|40.7681|-89.6026|142158|Radiographer, diagnostic|1949-09-06|167523586600|adults_50up_male_urban.json
887-61-8652|374387526119101|Crystal|Peters|F|21977 Chan Port|Pittsfield|MA|01201|42.4531|-73.2471|46504|Scientist, research (maths)|2002-06-04|205478801592|young_adults_female_urban.json
671-07-4088|060418252965|David|Butler|M|577 Cassandra Falls|Wisconsin Dells|WI|53965|43.6508|-89.7665|10398|Aid worker|1965-06-09|326309355996|adults_50up_male_urban.json
235-16-4108|3504225788150215|Carla|Cobb|F|201 Wu Prairie Suite 753|Denver|CO|80227|39.6667|-105.0854|990452|Garment/textile technologist|2001-05-14|397030175527|young_adults_female_urban.json
112-80-5432|4723614653890|Charles|Smith|M|283 Friedman Crossing|Wethersfield|CT|06109|41.7013|-72.6763|26668|Geologist, wellsite|1984-10-12|300809791240|adults_2550_male_urban.json
074-79-6959|4003857597520|Jessica|Walker|F|678 Jeffrey Curve Suite 674|Highland Park|MI|48203|42.4212|-83.1009|28409|Historic buildings inspector/conservation officer|1974-01-08|525303128526|adults_2550_female_urban.json
742-19-8071|5330379154391153|Kayla|Carroll|F|741 Roy Villages|Milwaukee|WI|53233|43.0407|-87.9357|817312|Engineer, civil (consulting)|1980-03-14|392135041483|adults_2550_female_urban.json
894-85-0525|4713760221246|Alejandro|Cruz|M|3338 Morse Road Suite 537|Clarksville|AR|72830|35.4908|-93.4911|14896|Social researcher|1996-01-25|222514523238|adults_2550_male_urban.json
032-94-2085|3545186563520462|Paige|Walker|F|4220 Boyer Trafficway|Woodstock|IL|60098|42.3198|-88.4477|32228|Hydrologist|1946-08-08|328591950005|adults_50up_female_urban.json
481-42-7357|3588862345575945|Brent|Wells|M|1390 Anthony Square Suite 480|Indianapolis|IN|46235|39.8471|-85.9741|910148|Dramatherapist|2000-11-02|131239571612|young_adults_male_urban.json
653-72-3617|371083227522247|Amanda|Holland|F|3147 Evans Village Apt. 671|Newark|DE|19702|39.6349|-75.6993|138967|Careers adviser|1997-08-10|537297324938|adults_2550_female_urban.json
060-24-1727|30060908898743|Caitlyn|Morgan|F|85487 Philip Oval Apt. 061|High Point|NC|27263|35.9359|-79.9396|116061|Computer games developer|1954-11-14|203403318083|adults_50up_female_urban.json
642-10-7487|180050439491421|Timothy|Martinez|M|3244 Moore Streets Suite 095|Pikesville|MD|21208|39.3764|-76.729|33917|Web designer|1983-09-18|448324246020|adults_2550_male_urban.json
434-79-0446|180067128446102|Samuel|Jordan|M|62069 Rodriguez Falls Suite 684|Wapakoneta|OH|45895|40.569|-84.1774|17945|Printmaker|1976-10-03|842710880065|adults_2550_male_urban.json
844-04-5801|4731323608211904|Samantha|Anderson|F|741 Chavez Plain|Hudson|WI|54016|44.9842|-92.7271|30108|Music therapist|1957-06-01|786829749991|adults_50up_female_urban.json
119-23-1037|3501693967902032|Frances|Li|F|79052 Peters Mission Suite 017|Katy|TX|77449|29.8323|-95.736|250975|Teacher, special educational needs|1965-03-01|213249766343|adults_50up_female_urban.json
732-90-4112|6011071745637889|Cheryl|Braun|F|3547 Chelsea Forks Apt. 190|Reedley|CA|93654|36.6044|-119.4378|29776|Analytical chemist|1973-12-25|735650774735|adults_2550_female_urban.json
438-74-6570|374006701969664|Noah|Adams|M|56733 Daniel Motorway Suite 994|Worcester|MA|01606|42.311|-71.7958|181315|Licensed conveyancer|1954-09-03|625602425959|adults_50up_male_urban.json
755-61-6359|4292018362720725|Angela|Watkins|F|4255 Sarah Trail Suite 830|Tucson|AZ|85756|32.0839|-110.9004|865276|Drilling engineer|1929-08-25|971584222461|adults_50up_female_urban.json
224-41-3888|6011853424455125|Sean|Chambers|M|91613 Morales Common Apt. 360|Trenton|NJ|08628|40.2655|-74.8168|270100|Architectural technologist|1960-10-01|847165052889|adults_50up_male_urban.json
836-47-4211|180014548188476|Ryan|Hurley|M|76984 Simpson Plains Suite 075|Jacksonville|FL|32246|30.2933|-81.5092|847415|Race relations officer|1987-02-27|656523409164|adults_2550_male_urban.json
510-08-3288|676144909766|Tiffany|Smith|F|92636 Berg Square Apt. 346|Crystal Lake|IL|60014|42.2308|-88.3324|59670|Risk analyst|1975-11-05|809609212270|adults_2550_female_urban.json
216-93-9340|4452356547595|Nathan|Fletcher|M|848 Allen Lane Suite 382|Tulia|TX|79088|34.5583|-101.8039|5945|Paediatric nurse|1945-07-07|592517743561|adults_50up_male_urban.json
492-50-8826|3554292577341099|Dillon|Watson|M|7304 Denise Mountains|Harrisonburg|VA|22801|38.4489|-78.8714|67593|Health physicist|1992-11-06|522140086370|adults_2550_male_urban.json
228-96-5655|6581780399978759|Gene|Kirk|M|1641 Sabrina Cove|Palm Springs|CA|92262|33.8414|-116.5347|45562|Herbalist|1951-10-23|328714614919|adults_50up_male_urban.json
263-90-9299|3518968302191462|Michael|Fisher|M|747 Karen Radial Suite 070|Clearfield|PA|16830|41.021|-78.4435|13695|Lighting technician, broadcasting/film/video|1981-08-27|862555551204|adults_2550_male_urban.json
066-72-8713|503832597366|Jeffrey|Alvarez|M|5671 Joann Rapids Apt. 732|Monroe|WI|53566|42.5991|-89.6403|15217|Gaffer|1952-05-08|693658836897|adults_50up_male_urban.json
299-22-4248|2293434577463816|Kristen|Daniel|F|025 King Mission|Wittenberg|WI|54499|44.8232|-89.1665|3223|Geographical information systems officer|1941-02-05|419299428165|adults_50up_female_urban.json
040-28-2600|4818203973540051|Tiffany|Macdonald|F|79299 Cox Forks Apt. 447|Riverton|UT|84065|40.4954|-111.9444|38168|Marine scientist|1939-04-04|764218609021|adults_50up_female_urban.json
444-32-0332|3583878432235941|Shirley|Thomas|F|082 Kristin Mill|Philadelphia|PA|19129|40.0118|-75.1861|1526206|Barrister's clerk|1967-12-27|314299650900|adults_50up_female_urban.json
855-73-7083|4306314205410598|Briana|Ramirez|F|006 Melissa Road Apt. 469|Brooklyn|NY|11210|40.6281|-73.9467|2504700|Teacher, secondary school|2007-04-14|368516695437|young_adults_female_urban.json
627-73-7030|3590845621134616|Christopher|Davis|M|2098 Carter Bridge Suite 131|West Palm Beach|FL|33410|26.8467|-80.088|459921|Medical physicist|1976-10-27|48862683485|adults_2550_male_urban.json
108-92-3500|2625511034998515|Lauren|Mckinney|F|821 Smith Overpass|Pacifica|CA|94044|37.6196|-122.4816|37296|Toxicologist|1987-02-19|996390165049|adults_2550_female_urban.json
607-97-9807|6011324526988926|Nicholas|Olsen|M|423 Ford Expressway Suite 413|Whittier|CA|90604|33.9299|-118.0121|189948|Medical physicist|1961-09-29|409643737574|adults_50up_male_urban.json
054-36-3582|347315886190457|Cameron|Pena|M|7781 Castillo Heights Suite 733|De Witt|IA|52742|41.8267|-90.5237|7618|Patent examiner|1998-07-28|246490991131|young_adults_male_urban.json
642-60-2058|676294494098|Maria|Jensen|F|261 Pearson Turnpike|Las Vegas|NV|89107|36.1705|-115.2176|1417793|Chartered legal executive (England and Wales)|1957-08-19|245082101045|adults_50up_female_urban.json
404-78-2912|4349054108920|Kelly|Dorsey|F|28085 Rasmussen Keys Apt. 971|Aurora|IL|60506|41.7664|-88.3446|206095|Recycling officer|1970-05-18|527531213688|adults_50up_female_urban.json
193-77-5612|347663294772691|Gary|Santiago|M|84572 Laurie Lane|Philadelphia|PA|19131|39.9845|-75.2282|1526206|Structural engineer|1928-04-08|28652865486|adults_50up_male_urban.json
244-47-4555|3586993368556140|Rebecca|Williams|F|34086 Bonnie Springs Apt. 983|New Port Richey|FL|34653|28.2444|-82.6986|115083|Journalist, broadcasting|1938-03-01|738774731419|adults_50up_female_urban.json
686-44-5860|676303330275|Colleen|Munoz|F|685 Madden Mills Apt. 264|Dayton|OH|45434|39.7216|-84.029|479994|English as a second language teacher|1948-12-11|884945603586|adults_50up_female_urban.json
717-48-0438|4431439561955|Lisa|Norton|F|45262 Lisa Vista Apt. 063|Hammond|IN|46324|41.584|-87.5034|73569|Chartered public finance accountant|1977-12-30|934077579083|adults_2550_female_urban.json
284-86-6051|4626447687475672690|Trevor|Fernandez|M|43374 Harris Plaza|Baltimore|MD|21215|39.3446|-76.6794|635495|Child psychotherapist|1961-11-18|61455417359|adults_50up_male_urban.json
720-96-9215|4319778444646912|Courtney|Thomas|F|646 Susan Heights Apt. 466|Cherry Hill|NJ|08002|39.9308|-75.0175|71054|Administrator|1968-10-07|824090923895|adults_50up_female_urban.json
348-47-1815|4549610369776826896|Nathaniel|Gomez|M|29286 Jesse Circles Apt. 436|Bakersfield|CA|93307|35.3275|-118.9839|520197|Engineer, civil (consulting)|1990-08-21|579181214078|adults_2550_male_urban.json
862-51-4381|3516370749583587|Timothy|Davis|M|2406 Michelle Corners Apt. 766|Oklahoma City|OK|73160|35.334|-97.4768|640470|Investment banker, operational|1982-10-06|304042869257|adults_2550_male_urban.json
029-41-3034|4574443138005137|Elizabeth|Mathews|F|424 Christian Hills|Denver|CO|80247|39.6971|-104.8819|990452|Dealer|1940-09-22|14793714756|adults_50up_female_urban.json
074-60-1323|4948686140969|Elizabeth|Oliver|F|4349 Chan Circle|Van Nuys|CA|91406|34.2006|-118.4868|166616|Engineer, control and instrumentation|1993-12-03|400870524203|adults_2550_female_urban.json
819-55-2074|372926261649780|Megan|Austin|F|906 Barnes Curve|Chicago|IL|60634|41.9463|-87.8061|2680484|Purchasing manager|1975-04-15|171951825864|adults_2550_female_urban.json
408-90-0550|6528338155123445|Tracy|Anderson|F|00828 Carolyn Isle Apt. 307|Fernandina Beach|FL|32034|30.6078|-81.6829|31008|Investment banker, corporate|1986-12-07|695804999560|adults_2550_female_urban.json
